sample_date,e_coli_cfu_per_100ml,lookback_days,site_id,site_name,receiving_watercourse,outfall_lat,outfall_lon,distance_miles,spill_hours,event_count
2025-08-30,20.0,2,WXW01040,BATH ST JOHNS ROAD OPP VULCAN HOUSE,RIVER AVON,51.38703062,-2.35672785,8.652,0.133,1
2025-08-30,20.0,2,WXW01202,BATH LOWER BRISTOL ROAD NEAR MILL LANE,RIVER AVON,51.38092647,-2.39286181,7.545,0.1,1
2025-08-30,20.0,2,WXW00645,BATH LOOP ROAD WALCOT STREET CAR PARK,RIVER AVON,51.38319443,-2.358580471,8.708,0.067,1
2025-08-30,20.0,2,WXW00932,BATH ROCKCLIFFE ROAD R/O NO 45,RIVER AVON,51.39010895,-2.352727634,8.71,0.267,1
2025-08-30,20.0,2,WXW00944,BATH RUSH HILL / OLD FOSSE ROAD JUNCTION,RIVER AVON,51.36190966,-2.384411552,8.653,0.067,2
2025-08-30,20.0,2,WXW00093,BATH AVON STREET O/S BATH TECHNICAL COLLEGE,RIVER AVON VIA SWS,51.38020426,-2.363083302,8.644,0.5,2
2025-08-30,20.0,2,WXW01020,BATH SOUTHGATE (NORTH END) ADJ LITTLEWOODS,RIVER AVON VIA SWS,51.37950428,-2.359715499,8.794,0.167,1
2025-08-30,20.0,2,WXW00126,BATH BELLOTTS ROAD,RIVER AVON VIA SWS,51.38182417,-2.382437316,7.879,0.2,1
2025-08-30,20.0,2,WXW01258,BATH WIDCOMBE RISE OFF PRIOR PARK ROAD,RIVER AVON VIA SWS,51.37479874,-2.351747936,9.256,0.1,1
2025-08-30,20.0,2,WXW00021,BATH HAZEL GROVE R/O NO 24 TO 39,RIVER AVON VIA SWS,51.37087685,-2.380966976,8.372,0.067,1
2025-08-30,20.0,2,WXW01150,BATH NORFOLK BUILDINGS,RIVER AVON,51.3818287,-2.369821029,8.338,0.7,1
2025-08-30,20.0,2,WXW01013,BATH SOUTH PARADE IN GARDEN,RIVER AVON,51.38000368,-2.355178868,8.945,0.1,1
2025-08-30,20.0,2,WXW00003,BATH GROVE STREET / ST JOHNS STREET JUNC NR BETHEL CH,RIVER AVON,51.38533682,-2.357821208,8.665,0.033,1
2025-08-30,20.0,2,WXW00118,BATH PRIVATE LANE REAR 50 BECKHAMPTON ROAD ,RIVER AVON VIA SWS,51.37437723,-2.377404263,8.351,0.067,1
2025-08-30,20.0,2,WXW00456,BATH FERRY LANE O/S FUNERAL DIRECTOR,RIVER AVON,51.37970011,-2.351483759,9.093,0.167,1
2025-08-30,20.0,2,WXW00069,BATH WALCOT ST RIVER BANK R/O ALDRIDGES,RIVER AVON,51.38785483,-2.357725877,8.587,0.167,1
2025-08-30,20.0,2,WXW00888,BATH PRIOR PARK ROAD,RIVER AVON VIA SWS,51.37356999,-2.35070411,9.339,0.467,1
2025-08-30,20.0,2,WXW01257,BATH WIDCOMBE BAPTIST CHURCH AT REAR CLAVERTON,RIVER AVON,51.37665449,-2.353601231,9.121,0.467,1
2025-08-30,20.0,2,WXW00889,BATH PRIOR PARK ROAD OPP NO 9,RIVER AVON VIA SWS,51.37568581,-2.352789191,9.186,0.1,2
2025-08-30,20.0,2,WXW00292,BATH CHURCHILL BRIDGE ISLAND OPP WELLS ROAD,RIVER AVON VIA SWS,51.3770909,-2.360874751,8.838,0.133,1
2025-08-30,20.0,2,WXW00227,BATHAMPTON M H K,RIVER AVON,51.39623743,-2.326154316,9.598,0.2,1
2025-08-30,20.0,2,WXW00130,BATH BEWDLEY ROAD,RIVER AVON VIA SWS,51.37371381,-2.350719576,9.333,0.1,2
2025-08-30,20.0,2,WXW00167,BATH BRASSMILL LANE OPP NO 22,RIVER AVON,51.38300533,-2.39767911,7.293,0.367,1
2025-08-30,20.0,2,WXW00190,BATH BROAD QUAY / WESTGATE STREET JUNCTION,RIVER AVON,51.37779494,-2.360003831,8.844,0.3,1
2025-08-30,20.0,2,WXW00549,BATH HISCOCKS DRIVE ADJ TO RAILWAY BRIDGE,RIVER AVON VIA SWS,51.37211358,-2.373880263,8.566,0.1,1
2025-08-30,20.0,2,WXW00665,BATH LYNCOMBE VALE O/S 3 NEW VILLAS,RIVER AVON VIA SWS,51.37031562,-2.353466209,9.36,0.167,1
2025-08-30,20.0,2,WXW01085,MONKTON COMBE SUMMER LANE,HORSECOMBE BROOK,51.35788466,-2.342757095,10.23,0.2,1
2025-08-30,20.0,2,WXW00444,BATH FOX HILL O/S WOODLANDS COTTAGE,RIVER AVON VIA SWS,51.36522788,-2.355883317,9.474,0.133,2
2025-08-30,20.0,2,WXW00666,BATH LYNCOMBE VALE O/S NO 1,RIVER AVON VIA SWS,51.3721505,-2.350291007,9.406,0.067,1
2025-08-30,20.0,2,WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),51.3787231,-2.49925566,4.82,0.817,1
2025-08-30,20.0,2,WXW00686,BRADFORD-ON-AVON MARKET ST JUNCTION WITH CHURCH ST,RIVER AVON (VIA SWS),51.34791074,-2.251289209,13.938,0.133,1
2025-08-30,20.0,2,WXW01260,WILLSBRIDGE ,RIVER AVON,51.42875006,-2.487344,2.328,0.6,1
2025-08-30,20.0,3,WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,51.38413278,-2.371980745,8.176,0.4,3
2025-08-30,20.0,3,WXW00259,BATH WALCOT RIVER BANK END OF CHATHAM ROW,RIVER AVON,51.38729616,-2.35810954,8.59,1.167,3
2025-08-30,20.0,3,WXW00126,BATH BELLOTTS ROAD,RIVER AVON VIA SWS,51.38182417,-2.382437316,7.879,0.233,2
2025-08-30,20.0,3,WXW00950,BRISTOL SALISBURY AVE O/S NO 30,RIVER AVON VIA SWS,51.46077221,-2.52028789,1.265,0.333,2
2025-08-30,20.0,3,WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),51.449659,-2.52216188,0.638,1.9,3
2025-08-30,20.0,3,WXW00651,BRISTOL HANHAM LOWER HANHAM ROAD,RIVER AVON (VIA SWS),51.45025025,-2.516570556,0.869,0.933,4
2025-08-30,20.0,3,WXW00185,KEYNSHAM ST LADOC / BRISTOL ROAD,CHARLTON BOTTOM VIA SWS,51.41808508,-2.504501927,2.264,0.817,5
2025-08-30,20.0,3,WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),51.44932283,-2.510703106,1.083,0.533,5
2025-08-30,20.0,3,WXW01122,KEYNSHAM THE HAMS,RIVER AVON,51.42061773,-2.501020699,2.219,1.287,37
2025-08-30,20.0,3,WXW00589,KEYNSHAM HIGH LEVEL PS AVON MILL LANE,RIVER CHEW,51.41509871,-2.494201826,2.7,2.533,4
2025-08-30,20.0,3,WXW00831,BATHFORD OSTLING LANE,RIVER AVON,51.40096297,-2.307744331,10.242,0.733,3
2025-08-30,20.0,3,WXW00888,BATH PRIOR PARK ROAD,RIVER AVON VIA SWS,51.37356999,-2.35070411,9.339,0.6,2
2025-08-30,20.0,3,WXW01085,MONKTON COMBE SUMMER LANE,HORSECOMBE BROOK,51.35788466,-2.342757095,10.23,0.367,2
2025-08-30,20.0,3,WXW00666,BATH LYNCOMBE VALE O/S NO 1,RIVER AVON VIA SWS,51.3721505,-2.350291007,9.406,0.1,2
2025-08-30,20.0,3,WXW01260,WILLSBRIDGE ,RIVER AVON,51.42875006,-2.487344,2.328,2.2,3
2025-08-30,20.0,3,WXW00150,BATH BLOOMFIELD ROAD NO 33 JUNCTION WITH HENSLEY ROAD,RIVER AVON VIA SWS,51.37002139,-2.36726937,8.881,0.733,3
2025-08-30,20.0,3,WXW00648,BATH LOWER BRISTOL ROAD WEST OF OAK STREET ,RIVER AVON,51.37829992,-2.365352793,8.63,0.4,4
2025-08-30,20.0,3,WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,51.38273558,-2.355717322,8.831,0.967,4
2025-08-30,20.0,3,WXW01037,BRISTOL ST GEORGES PARK NORTH 329 CHURCH ROAD,RIVER AVON VIA SWS,51.46031022,-2.548653394,1.223,0.333,2
2025-08-30,20.0,3,WXW00435,BRISTOL HANHAM FOOTSHILL ROAD,RIVER AVON (VIA SWS),51.45381944,-2.514653521,1.066,0.267,2
2025-08-30,20.0,3,WXW01246,BRISTOL WHITBY ROAD ST ANNES,RIVER AVON VIA SWS,51.45022801,-2.554893333,0.941,0.567,2
2025-08-30,20.0,3,WXW00650,BRISTOL CONHAM VALE,RIVER AVON (VIA SWS),51.44669753,-2.534834303,0.127,0.467,2
2025-08-30,20.0,3,WXW00952,SALTFORD O/S 46 HIGH STREET,RIVER AVON (VIA SWS),51.40500879,-2.452141868,4.502,1.633,3
2025-08-30,20.0,3,WXW00111,SALTFORD SALTFORD HILL,RIVER AVON,51.39800398,-2.449844759,4.887,0.233,2
2025-08-30,20.0,3,WXW01021,BATH SOUTHLANDS RO NO 125,RIVER AVON VIA SWS,51.39655258,-2.393383744,6.948,0.333,3
2025-08-30,20.0,3,WXW01151,BATH WESTON VILLAGE SEWER,RIVER AVON VIA SWS,51.39722012,-2.390054651,7.052,1.033,3
2025-08-30,20.0,3,WXW00119,BATH BECKHAMPTON ROAD O/S NO 50,RIVER AVON VIA SWS,51.37412477,-2.377617692,8.354,0.233,2
2025-08-30,20.0,3,WXW01013,BATH SOUTH PARADE IN GARDEN,RIVER AVON,51.38000368,-2.355178868,8.945,0.133,2
2025-08-30,20.0,3,WXW01020,BATH SOUTHGATE (NORTH END) ADJ LITTLEWOODS,RIVER AVON VIA SWS,51.37950428,-2.359715499,8.794,0.267,2
2025-08-30,20.0,3,WXW00292,BATH CHURCHILL BRIDGE ISLAND OPP WELLS ROAD,RIVER AVON VIA SWS,51.3770909,-2.360874751,8.838,0.2,2
2025-08-30,20.0,3,WXW00190,BATH BROAD QUAY / WESTGATE STREET JUNCTION,RIVER AVON,51.37779494,-2.360003831,8.844,0.4,2
2025-08-30,20.0,3,WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),51.3787231,-2.49925566,4.82,1.317,2
2025-08-30,20.0,3,WXW00227,BATHAMPTON M H K,RIVER AVON,51.39623743,-2.326154316,9.598,0.233,2
2025-08-30,20.0,3,WXW01111,TETBURY INLET,RIVER AVON,51.63270184,-2.153670969,20.898,0.75,1
2025-08-30,20.0,3,WXW01211,BATH WELLSWAY NR 372,RIVER AVON,51.36051886,-2.372363948,9.11,0.467,2
2025-08-30,20.0,3,WXW00121,BRISTOL BEDMINSTER ROAD SIDE OF 191,RIVER AVON VIA SWS,51.43158514,-2.609762355,3.356,0.133,1
2025-08-30,20.0,3,WXW01060,BATH STATION ROAD S/O 44 LOCKSBROOK ROAD,RIVER AVON,51.38246956,-2.388521033,7.637,0.267,1
2025-08-30,20.0,3,WXW00633,BATH LOCKSBROOK ROAD R/O NO 10,RIVER AVON VIA SWS,51.38352788,-2.383888508,7.762,0.167,1
2025-08-30,20.0,3,WXW00407,BATH ENGLISHCOMBE LANE / STIRTINGDALE ROAD JUNCTION,RIVER AVON VIA SWS,51.36863118,-2.383016938,8.399,0.067,1
2025-08-30,20.0,3,WXW00376,BATH DORSET CLOSE O/S SCHOOL,RIVER AVON VIA SWS,51.3809225,-2.377659257,8.086,0.133,1
2025-08-30,20.0,3,WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,51.37309972,-2.374807761,8.493,0.133,2
2025-08-30,20.0,3,WXW00236,BATH RIVERSIDE WALK OLD CATTLE MARKET WALCOT,RIVER AVON,51.38519045,-2.358639182,8.639,0.1,1
2025-08-30,20.0,3,WXW00609,BATH LADYMEAD HOUSE (R/O) WALCOT,RIVER AVON,51.38695382,-2.358322433,8.593,0.433,1
2025-08-30,20.0,3,WXW00301,BATH CLEVELAND BRIDGE TO THE WEST,RIVER AVON,51.38932493,-2.356271423,8.597,0.1,2
2025-08-30,20.0,3,WXW01183,BATH WALCOT TERRACE R/O NO 1 ON LONDON ROAD,RIVER AVON,51.38984902,-2.355427552,8.614,0.167,1
2025-08-30,20.0,3,WXW00563,BATH FORESTER AVENUE O/S HORTON HOUSE,RIVER AVON,51.38940136,-2.354791726,8.652,0.267,1
2025-08-30,20.0,3,WXW00945,BATH RUSH HILL OPP CULVERHAY SCHOOL,RIVER AVON,51.36416298,-2.390951611,8.339,0.233,1
2025-08-30,20.0,3,WXW00619,BATH LANSDOWN LANE / HIGH STREET JUNCTION WESTON,RIVER AVON VIA SWS,51.39801072,-2.395624294,6.815,0.167,1
2025-08-30,20.0,3,WXW00088,BRISTOL ASHTON AVENUE,RIVER AVON,51.44498396,-2.62156736,3.736,0.183,2
2025-08-30,20.0,3,WXW00569,BATH HUNGERFORD ROAD / UPPER BRISTOL ROAD JUNCTION,RIVER AVON,51.38445717,-2.382933478,7.762,0.133,1
2025-08-30,20.0,3,WXW01040,BATH ST JOHNS ROAD OPP VULCAN HOUSE,RIVER AVON,51.38703062,-2.35672785,8.652,0.133,1
2025-08-30,20.0,3,WXW01202,BATH LOWER BRISTOL ROAD NEAR MILL LANE,RIVER AVON,51.38092647,-2.39286181,7.545,0.1,1
2025-08-30,20.0,3,WXW00645,BATH LOOP ROAD WALCOT STREET CAR PARK,RIVER AVON,51.38319443,-2.358580471,8.708,0.067,1
2025-08-30,20.0,3,WXW00932,BATH ROCKCLIFFE ROAD R/O NO 45,RIVER AVON,51.39010895,-2.352727634,8.71,0.267,1
2025-08-30,20.0,3,WXW00944,BATH RUSH HILL / OLD FOSSE ROAD JUNCTION,RIVER AVON,51.36190966,-2.384411552,8.653,0.067,2
2025-08-30,20.0,3,WXW00093,BATH AVON STREET O/S BATH TECHNICAL COLLEGE,RIVER AVON VIA SWS,51.38020426,-2.363083302,8.644,0.5,2
2025-08-30,20.0,3,WXW01258,BATH WIDCOMBE RISE OFF PRIOR PARK ROAD,RIVER AVON VIA SWS,51.37479874,-2.351747936,9.256,0.1,1
2025-08-30,20.0,3,WXW00021,BATH HAZEL GROVE R/O NO 24 TO 39,RIVER AVON VIA SWS,51.37087685,-2.380966976,8.372,0.067,1
2025-08-30,20.0,3,WXW01150,BATH NORFOLK BUILDINGS,RIVER AVON,51.3818287,-2.369821029,8.338,0.7,1
2025-08-30,20.0,3,WXW00003,BATH GROVE STREET / ST JOHNS STREET JUNC NR BETHEL CH,RIVER AVON,51.38533682,-2.357821208,8.665,0.033,1
2025-08-30,20.0,3,WXW00118,BATH PRIVATE LANE REAR 50 BECKHAMPTON ROAD ,RIVER AVON VIA SWS,51.37437723,-2.377404263,8.351,0.067,1
2025-08-30,20.0,3,WXW00456,BATH FERRY LANE O/S FUNERAL DIRECTOR,RIVER AVON,51.37970011,-2.351483759,9.093,0.167,1
2025-08-30,20.0,3,WXW00069,BATH WALCOT ST RIVER BANK R/O ALDRIDGES,RIVER AVON,51.38785483,-2.357725877,8.587,0.167,1
2025-08-30,20.0,3,WXW01257,BATH WIDCOMBE BAPTIST CHURCH AT REAR CLAVERTON,RIVER AVON,51.37665449,-2.353601231,9.121,0.467,1
2025-08-30,20.0,3,WXW00889,BATH PRIOR PARK ROAD OPP NO 9,RIVER AVON VIA SWS,51.37568581,-2.352789191,9.186,0.1,2
2025-08-30,20.0,3,WXW00130,BATH BEWDLEY ROAD,RIVER AVON VIA SWS,51.37371381,-2.350719576,9.333,0.1,2
2025-08-30,20.0,3,WXW00167,BATH BRASSMILL LANE OPP NO 22,RIVER AVON,51.38300533,-2.39767911,7.293,0.367,1
2025-08-30,20.0,3,WXW00549,BATH HISCOCKS DRIVE ADJ TO RAILWAY BRIDGE,RIVER AVON VIA SWS,51.37211358,-2.373880263,8.566,0.1,1
2025-08-30,20.0,3,WXW00665,BATH LYNCOMBE VALE O/S 3 NEW VILLAS,RIVER AVON VIA SWS,51.37031562,-2.353466209,9.36,0.167,1
2025-08-30,20.0,3,WXW00444,BATH FOX HILL O/S WOODLANDS COTTAGE,RIVER AVON VIA SWS,51.36522788,-2.355883317,9.474,0.133,2
2025-08-30,20.0,3,WXW00686,BRADFORD-ON-AVON MARKET ST JUNCTION WITH CHURCH ST,RIVER AVON (VIA SWS),51.34791074,-2.251289209,13.938,0.133,1
2025-08-30,20.0,4,WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,51.38413278,-2.371980745,8.176,0.4,3
2025-08-30,20.0,4,WXW00259,BATH WALCOT RIVER BANK END OF CHATHAM ROW,RIVER AVON,51.38729616,-2.35810954,8.59,1.167,3
2025-08-30,20.0,4,WXW00126,BATH BELLOTTS ROAD,RIVER AVON VIA SWS,51.38182417,-2.382437316,7.879,0.233,2
2025-08-30,20.0,4,WXW00950,BRISTOL SALISBURY AVE O/S NO 30,RIVER AVON VIA SWS,51.46077221,-2.52028789,1.265,0.333,2
2025-08-30,20.0,4,WXW00864,BRISTOL HANHAM POLLY BARNES HILL,RIVER AVON (VIA SWS),51.449659,-2.52216188,0.638,1.9,3
2025-08-30,20.0,4,WXW00651,BRISTOL HANHAM LOWER HANHAM ROAD,RIVER AVON (VIA SWS),51.45025025,-2.516570556,0.869,0.933,4
2025-08-30,20.0,4,WXW00185,KEYNSHAM ST LADOC / BRISTOL ROAD,CHARLTON BOTTOM VIA SWS,51.41808508,-2.504501927,2.264,0.817,5
2025-08-30,20.0,4,WXW00123,BRISTOL HANHAM BEECHWOOD AVENUE,RIVER AVON (VIA SWS),51.44932283,-2.510703106,1.083,0.533,5
2025-08-30,20.0,4,WXW01122,KEYNSHAM THE HAMS,RIVER AVON,51.42061773,-2.501020699,2.219,1.287,37
2025-08-30,20.0,4,WXW00589,KEYNSHAM HIGH LEVEL PS AVON MILL LANE,RIVER CHEW,51.41509871,-2.494201826,2.7,2.533,4
2025-08-30,20.0,4,WXW00831,BATHFORD OSTLING LANE,RIVER AVON,51.40096297,-2.307744331,10.242,0.733,3
2025-08-30,20.0,4,WXW00888,BATH PRIOR PARK ROAD,RIVER AVON VIA SWS,51.37356999,-2.35070411,9.339,0.6,2
2025-08-30,20.0,4,WXW01085,MONKTON COMBE SUMMER LANE,HORSECOMBE BROOK,51.35788466,-2.342757095,10.23,0.367,2
2025-08-30,20.0,4,WXW00666,BATH LYNCOMBE VALE O/S NO 1,RIVER AVON VIA SWS,51.3721505,-2.350291007,9.406,0.1,2
2025-08-30,20.0,4,WXW01260,WILLSBRIDGE ,RIVER AVON,51.42875006,-2.487344,2.328,2.2,3
2025-08-30,20.0,4,WXW00150,BATH BLOOMFIELD ROAD NO 33 JUNCTION WITH HENSLEY ROAD,RIVER AVON VIA SWS,51.37002139,-2.36726937,8.881,0.733,3
2025-08-30,20.0,4,WXW00648,BATH LOWER BRISTOL ROAD WEST OF OAK STREET ,RIVER AVON,51.37829992,-2.365352793,8.63,0.4,4
2025-08-30,20.0,4,WXW00924,BATH RECREATION GROUND BY NORTH STAND,RIVER AVON,51.38273558,-2.355717322,8.831,0.967,4
2025-08-30,20.0,4,WXW01037,BRISTOL ST GEORGES PARK NORTH 329 CHURCH ROAD,RIVER AVON VIA SWS,51.46031022,-2.548653394,1.223,0.333,2
2025-08-30,20.0,4,WXW00435,BRISTOL HANHAM FOOTSHILL ROAD,RIVER AVON (VIA SWS),51.45381944,-2.514653521,1.066,0.267,2
2025-08-30,20.0,4,WXW01246,BRISTOL WHITBY ROAD ST ANNES,RIVER AVON VIA SWS,51.45022801,-2.554893333,0.941,0.567,2
2025-08-30,20.0,4,WXW00650,BRISTOL CONHAM VALE,RIVER AVON (VIA SWS),51.44669753,-2.534834303,0.127,0.467,2
2025-08-30,20.0,4,WXW00952,SALTFORD O/S 46 HIGH STREET,RIVER AVON (VIA SWS),51.40500879,-2.452141868,4.502,1.633,3
2025-08-30,20.0,4,WXW00111,SALTFORD SALTFORD HILL,RIVER AVON,51.39800398,-2.449844759,4.887,0.233,2
2025-08-30,20.0,4,WXW01021,BATH SOUTHLANDS RO NO 125,RIVER AVON VIA SWS,51.39655258,-2.393383744,6.948,0.333,3
2025-08-30,20.0,4,WXW01151,BATH WESTON VILLAGE SEWER,RIVER AVON VIA SWS,51.39722012,-2.390054651,7.052,1.033,3
2025-08-30,20.0,4,WXW00119,BATH BECKHAMPTON ROAD O/S NO 50,RIVER AVON VIA SWS,51.37412477,-2.377617692,8.354,0.233,2
2025-08-30,20.0,4,WXW01013,BATH SOUTH PARADE IN GARDEN,RIVER AVON,51.38000368,-2.355178868,8.945,0.133,2
2025-08-30,20.0,4,WXW01020,BATH SOUTHGATE (NORTH END) ADJ LITTLEWOODS,RIVER AVON VIA SWS,51.37950428,-2.359715499,8.794,0.267,2
2025-08-30,20.0,4,WXW00292,BATH CHURCHILL BRIDGE ISLAND OPP WELLS ROAD,RIVER AVON VIA SWS,51.3770909,-2.360874751,8.838,0.2,2
2025-08-30,20.0,4,WXW00190,BATH BROAD QUAY / WESTGATE STREET JUNCTION,RIVER AVON,51.37779494,-2.360003831,8.844,0.4,2
2025-08-30,20.0,4,WXW00319,COMPTON DANDO INLET,BATHFORD BROOK (S),51.3787231,-2.49925566,4.82,1.317,2
2025-08-30,20.0,4,WXW00227,BATHAMPTON M H K,RIVER AVON,51.39623743,-2.326154316,9.598,0.233,2
2025-08-30,20.0,4,WXW01111,TETBURY INLET,RIVER AVON,51.63270184,-2.153670969,20.898,0.75,1
2025-08-30,20.0,4,WXW01211,BATH WELLSWAY NR 372,RIVER AVON,51.36051886,-2.372363948,9.11,0.467,2
2025-08-30,20.0,4,WXW00121,BRISTOL BEDMINSTER ROAD SIDE OF 191,RIVER AVON VIA SWS,51.43158514,-2.609762355,3.356,0.133,1
2025-08-30,20.0,4,WXW01060,BATH STATION ROAD S/O 44 LOCKSBROOK ROAD,RIVER AVON,51.38246956,-2.388521033,7.637,0.267,1
2025-08-30,20.0,4,WXW00633,BATH LOCKSBROOK ROAD R/O NO 10,RIVER AVON VIA SWS,51.38352788,-2.383888508,7.762,0.167,1
2025-08-30,20.0,4,WXW00407,BATH ENGLISHCOMBE LANE / STIRTINGDALE ROAD JUNCTION,RIVER AVON VIA SWS,51.36863118,-2.383016938,8.399,0.067,1
2025-08-30,20.0,4,WXW00376,BATH DORSET CLOSE O/S SCHOOL,RIVER AVON VIA SWS,51.3809225,-2.377659257,8.086,0.133,1
2025-08-30,20.0,4,WXW00826,BATH DURLEY PARK / OLDFIELD LANE JUNCTION,RIVER AVON VIA SWS,51.37309972,-2.374807761,8.493,0.133,2
2025-08-30,20.0,4,WXW00236,BATH RIVERSIDE WALK OLD CATTLE MARKET WALCOT,RIVER AVON,51.38519045,-2.358639182,8.639,0.1,1
2025-08-30,20.0,4,WXW00609,BATH LADYMEAD HOUSE (R/O) WALCOT,RIVER AVON,51.38695382,-2.358322433,8.593,0.433,1
2025-08-30,20.0,4,WXW00301,BATH CLEVELAND BRIDGE TO THE WEST,RIVER AVON,51.38932493,-2.356271423,8.597,0.1,2
2025-08-30,20.0,4,WXW01183,BATH WALCOT TERRACE R/O NO 1 ON LONDON ROAD,RIVER AVON,51.38984902,-2.355427552,8.614,0.167,1
2025-08-30,20.0,4,WXW00563,BATH FORESTER AVENUE O/S HORTON HOUSE,RIVER AVON,51.38940136,-2.354791726,8.652,0.267,1
2025-08-30,20.0,4,WXW00945,BATH RUSH HILL OPP CULVERHAY SCHOOL,RIVER AVON,51.36416298,-2.390951611,8.339,0.233,1
2025-08-30,20.0,4,WXW00619,BATH LANSDOWN LANE / HIGH STREET JUNCTION WESTON,RIVER AVON VIA SWS,51.39801072,-2.395624294,6.815,0.167,1
2025-08-30,20.0,4,WXW00088,BRISTOL ASHTON AVENUE,RIVER AVON,51.44498396,-2.62156736,3.736,0.183,2
2025-08-30,20.0,4,WXW00569,BATH HUNGERFORD ROAD / UPPER BRISTOL ROAD JUNCTION,RIVER AVON,51.38445717,-2.382933478,7.762,0.133,1
2025-08-30,20.0,4,WXW01040,BATH ST JOHNS ROAD OPP VULCAN HOUSE,RIVER AVON,51.38703062,-2.35672785,8.652,0.133,1
2025-08-30,20.0,4,WXW01202,BATH LOWER BRISTOL ROAD NEAR MILL LANE,RIVER AVON,51.38092647,-2.39286181,7.545,0.1,1
2025-08-30,20.0,4,WXW00645,BATH LOOP ROAD WALCOT STREET CAR PARK,RIVER AVON,51.38319443,-2.358580471,8.708,0.067,1
2025-08-30,20.0,4,WXW00932,BATH ROCKCLIFFE ROAD R/O NO 45,RIVER AVON,51.39010895,-2.352727634,8.71,0.267,1
2025-08-30,20.0,4,WXW00944,BATH RUSH HILL / OLD FOSSE ROAD JUNCTION,RIVER AVON,51.36190966,-2.384411552,8.653,0.067,2
2025-08-30,20.0,4,WXW00093,BATH AVON STREET O/S BATH TECHNICAL COLLEGE,RIVER AVON VIA SWS,51.38020426,-2.363083302,8.644,0.5,2
2025-08-30,20.0,4,WXW01258,BATH WIDCOMBE RISE OFF PRIOR PARK ROAD,RIVER AVON VIA SWS,51.37479874,-2.351747936,9.256,0.1,1
2025-08-30,20.0,4,WXW00021,BATH HAZEL GROVE R/O NO 24 TO 39,RIVER AVON VIA SWS,51.37087685,-2.380966976,8.372,0.067,1
2025-08-30,20.0,4,WXW01150,BATH NORFOLK BUILDINGS,RIVER AVON,51.3818287,-2.369821029,8.338,0.7,1
2025-08-30,20.0,4,WXW00003,BATH GROVE STREET / ST JOHNS STREET JUNC NR BETHEL CH,RIVER AVON,51.38533682,-2.357821208,8.665,0.033,1
2025-08-30,20.0,4,WXW00118,BATH PRIVATE LANE REAR 50 BECKHAMPTON ROAD ,RIVER AVON VIA SWS,51.37437723,-2.377404263,8.351,0.067,1
2025-08-30,20.0,4,WXW00456,BATH FERRY LANE O/S FUNERAL DIRECTOR,RIVER AVON,51.37970011,-2.351483759,9.093,0.167,1
2025-08-30,20.0,4,WXW00069,BATH WALCOT ST RIVER BANK R/O ALDRIDGES,RIVER AVON,51.38785483,-2.357725877,8.587,0.167,1
2025-08-30,20.0,4,WXW01257,BATH WIDCOMBE BAPTIST CHURCH AT REAR CLAVERTON,RIVER AVON,51.37665449,-2.353601231,9.121,0.467,1
2025-08-30,20.0,4,WXW00889,BATH PRIOR PARK ROAD OPP NO 9,RIVER AVON VIA SWS,51.37568581,-2.352789191,9.186,0.1,2
2025-08-30,20.0,4,WXW00130,BATH BEWDLEY ROAD,RIVER AVON VIA SWS,51.37371381,-2.350719576,9.333,0.1,2
2025-08-30,20.0,4,WXW00167,BATH BRASSMILL LANE OPP NO 22,RIVER AVON,51.38300533,-2.39767911,7.293,0.367,1
2025-08-30,20.0,4,WXW00549,BATH HISCOCKS DRIVE ADJ TO RAILWAY BRIDGE,RIVER AVON VIA SWS,51.37211358,-2.373880263,8.566,0.1,1
2025-08-30,20.0,4,WXW00665,BATH LYNCOMBE VALE O/S 3 NEW VILLAS,RIVER AVON VIA SWS,51.37031562,-2.353466209,9.36,0.167,1
2025-08-30,20.0,4,WXW00444,BATH FOX HILL O/S WOODLANDS COTTAGE,RIVER AVON VIA SWS,51.36522788,-2.355883317,9.474,0.133,2
2025-08-30,20.0,4,WXW00686,BRADFORD-ON-AVON MARKET ST JUNCTION WITH CHURCH ST,RIVER AVON (VIA SWS),51.34791074,-2.251289209,13.938,0.133,1
2025-08-30,20.0,5,WXW01170,BATH UPPER BRISTOL ROAD ADJ MARLBOROUGH LANE,RIVER AVON,51.38413278,-2.371980745,8.176,0.4,3
2025-08-30,20.0,5,WXW00259,BATH WALCOT RIVER BANK END OF CHATHAM ROW,RIVER AVON,51.38729616,-2.35810954,8.59,1.167,3
2025-08-30,20.0,5,WXW00126,BATH BELLOTTS ROAD,RIVER AVON VIA SWS,51.38182417,-2.382437316,7.879,0.233,2
